,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2740,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.400001525878906,44.400001525878906,Yes
2741,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,447.5,Yes
2742,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4537.5,No
2743,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05000305175781,7440.350204467773,No
2744,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4158.0,No
2745,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05000305175781,86.05000305175781,Yes
2746,Female,0,Yes,Yes,31,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,21.0,651.0,No
2747,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,19.399999618530273,135.7999973297119,No
2748,Male,0,No,No,4,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.54999923706055,178.1999969482422,Yes
2749,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.19999694824219,2624.7998962402344,No
2750,Male,0,No,No,3,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,19.450000762939453,58.35000228881836,No
2751,Female,0,Yes,Yes,19,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.850000381469727,472.1500072479248,No
2752,Male,0,Yes,Yes,31,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.400001525878906,1097.400047302246,Yes
2753,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.6500015258789,95.6500015258789,Yes
2754,Male,0,No,No,3,No,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.349998474121094,124.04999542236328,No
2755,Male,0,Yes,No,46,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,19.600000381469727,901.6000175476074,No
2756,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.950000762939453,20.950000762939453,Yes
2757,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),84.44999694824219,5827.049789428711,No
2758,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.25,101.25,No
2759,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),19.649999618530273,19.649999618530273,No
2760,Male,0,No,No,26,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),20.649999618530273,536.8999900817871,No
2761,Female,1,No,No,10,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.70000076293945,347.00000762939453,Yes
2762,Male,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.30000305175781,2482.5000762939453,No
2763,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05000305175781,5187.2001953125,No
2764,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.5999984741211,2027.9999542236328,No
2765,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1500015258789,911.9500198364258,No
2766,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115.0,7360.0,No
2767,Female,0,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.80000305175781,3900.8001403808594,No
2768,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,19.700000762939453,236.40000915527344,No
2769,Female,0,No,No,15,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),19.75,296.25,Yes
2770,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55000305175781,1573.3500518798828,Yes
2771,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.150001525878906,820.9500198364258,No
2772,Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),74.0,4958.0,No
2773,Male,0,Yes,No,24,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,29.100000381469727,698.4000091552734,No
2774,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.04999923706055,300.2999954223633,No
2775,Male,1,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.04999923706055,3182.649959564209,Yes
2776,Male,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.30000305175781,1188.800048828125,Yes
2777,Male,0,No,No,10,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,20.0,200.0,No
2778,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,74.6500015258789,970.4500198364258,No
2779,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.3499984741211,768.1499862670898,Yes
2780,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,74.30000305175781,1857.5000762939453,Yes
2781,Male,1,No,No,7,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.400001525878906,310.80001068115234,No
2782,Male,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.4000015258789,3245.2000579833984,No
2783,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.0999984741211,4046.299934387207,No
2784,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.0999984741211,392.3999938964844,Yes
2785,Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9000015258789,2722.5000381469727,No
2786,Male,0,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.20000076293945,1517.4000205993652,No
2787,Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Mailed check,26.100000381469727,1879.2000274658203,No
2788,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.44999694824219,6066.949783325195,No
2789,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.94999694824219,2134.7999267578125,No
2790,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.6500015258789,5482.500076293945,Yes
2791,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.3499984741211,4237.949913024902,No
2792,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.849998474121094,732.7499771118164,No
2793,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.0999984741211,320.3999938964844,No
2794,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.04999923706055,1569.3999786376953,No
2795,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55000305175781,670.9500274658203,Yes
2796,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.80000305175781,4939.00016784668,No
2797,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.94999694824219,302.84999084472656,Yes
2798,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9000015258789,949.0000152587891,Yes
2799,Male,0,No,Yes,55,Yes,No,No,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),19.100000381469727,1050.500020980835,No
2800,Female,0,Yes,Yes,20,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.350000381469727,407.00000762939453,No
2801,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.05000305175781,6575.100189208984,No
2802,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.9000015258789,3356.800048828125,Yes
2803,Female,0,No,No,43,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),19.649999618530273,844.9499835968018,No
2804,Male,0,Yes,No,9,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.100000381469727,216.90000343322754,Yes
2805,Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.849998474121094,3590.9999084472656,No
2806,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.0999984741211,4993.799911499023,No
2807,Male,0,No,Yes,7,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,19.450000762939453,136.15000534057617,No
2808,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.0999984741211,194.1999969482422,No
2809,Male,1,No,No,37,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.650001525878906,1356.0500564575195,No
2810,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9000015258789,6753.500099182129,No
2811,Female,0,Yes,Yes,39,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.75,770.25,No
2812,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.05000305175781,6867.300201416016,Yes
2813,Male,0,No,No,68,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Mailed check,24.549999237060547,1669.3999481201172,No
2814,Female,0,Yes,Yes,62,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.70000076293945,3019.400047302246,No
2815,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3499984741211,265.0499954223633,Yes
2816,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55000305175781,7887.6002197265625,No
2817,Female,0,Yes,No,41,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),20.649999618530273,846.6499843597412,No
2818,Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.6500015258789,2744.8500442504883,Yes
2819,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.20000076293945,220.8000030517578,No
2820,Male,0,No,No,53,Yes,Yes,No,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),24.049999237060547,1274.649959564209,No
2821,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4000015258789,74.4000015258789,Yes
2822,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9000015258789,3275.900062561035,Yes
2823,Male,0,Yes,No,39,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),20.450000762939453,797.5500297546387,No
2824,Male,0,Yes,No,63,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.25,1212.75,No
2825,Male,0,No,No,15,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,26.350000381469727,395.2500057220459,No
2826,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.79999923706055,569.3999900817871,No
2827,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.150001525878906,50.150001525878906,No
2828,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,20.450000762939453,20.450000762939453,No
2829,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.69999694824219,557.5999755859375,Yes
2830,Male,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.400001525878906,3684.0000915527344,No
2831,Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.0999984741211,1177.1999816894531,Yes
2832,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2830.0,No
2833,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.150001525878906,4035.900100708008,No
2834,Male,0,Yes,Yes,42,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.25,850.5,No
2835,Female,1,No,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.849998474121094,4214.099899291992,No
2836,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.69999694824219,4836.299850463867,No
2837,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.5,20.5,Yes
2838,Female,0,No,No,41,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,20.0,820.0,No
2839,Female,0,Yes,Yes,41,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),19.299999237060547,791.2999687194824,No
2840,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4000015258789,1941.2000350952148,No
2841,Male,0,No,No,3,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.100000381469727,75.30000114440918,No
2842,Female,0,No,No,4,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,193.0,No
2843,Female,0,Yes,Yes,52,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.850000381469727,1032.2000198364258,No
2844,Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5999984741211,398.3999938964844,Yes
2845,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.19999694824219,1036.199966430664,No
2846,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.150001525878906,124.30000305175781,No
2847,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.30000305175781,2061.800079345703,No
2848,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1350.0,No
2849,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.299999237060547,243.59999084472656,No
2850,Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,5940.0,No
2851,Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5999984741211,5798.39990234375,No
2852,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9000015258789,5669.400100708008,No
2853,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.19999694824219,4751.999816894531,No
2854,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.3499984741211,1195.9499740600586,No
2855,Male,0,Yes,Yes,42,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.350000381469727,812.7000160217285,No
2856,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.150001525878906,50.150001525878906,No
2857,Female,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.79999923706055,2998.5999641418457,No
2858,Female,0,Yes,No,10,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,20.549999237060547,205.49999237060547,No
2859,Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55000305175781,6198.500213623047,No
2860,Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4000015258789,6793.800102233887,No
2861,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.94999694824219,81.94999694824219,Yes
2862,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3499984741211,485.44998931884766,Yes
2863,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.599998474121094,44.599998474121094,No
2864,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,255.0,No
2865,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7210.5,No
2866,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5999984741211,1015.1999816894531,No
2867,Female,0,No,No,24,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),20.450000762939453,490.8000183105469,No
2868,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2229.5,No
2869,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.0999984741211,546.5999908447266,Yes
2870,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.94999694824219,6153.149826049805,No
2871,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.0999984741211,1205.3999786376953,Yes
2872,Female,0,Yes,Yes,42,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Electronic check,22.950000762939453,963.900032043457,No
2873,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.69999694824219,2367.4999237060547,Yes
2874,Female,0,Yes,No,64,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),19.450000762939453,1244.800048828125,No
2875,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0999984741211,1872.199966430664,Yes
2876,Male,0,No,No,19,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),19.700000762939453,374.3000144958496,No
2877,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.1500015258789,6048.150093078613,Yes
2878,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1914.0,No
2879,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.94999694824219,7206.499786376953,Yes
2880,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.94999694824219,959.3999633789062,No
2881,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1984.0,No
2882,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9000015258789,713.900016784668,No
2883,Male,0,Yes,Yes,68,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Mailed check,25.75,1751.0,No
2884,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.1500015258789,6490.800109863281,No
2885,Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.0999984741211,7778.699897766113,No
2886,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.94999694824219,6296.999816894531,No
2887,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.04999923706055,45.04999923706055,Yes
2888,Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes
2889,Male,0,Yes,Yes,58,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.0,2900.0,No
2890,Female,1,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55000305175781,3315.850143432617,Yes
2891,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.69999694824219,79.69999694824219,Yes
2892,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.450000762939453,20.450000762939453,No
2893,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1298.0,Yes
2894,Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.349998474121094,2896.7999267578125,Yes
2895,Female,0,Yes,No,37,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),19.850000381469727,734.4500141143799,No
2896,Male,0,No,No,13,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Electronic check,19.950000762939453,259.3500099182129,No
2897,Male,0,No,No,43,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),26.450000762939453,1137.3500328063965,No
2898,Female,0,No,No,6,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.400001525878906,380.40000915527344,No
2899,Male,0,No,No,71,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95000076293945,3830.450054168701,No
2900,Female,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes
2901,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.0999984741211,6847.199890136719,No
2902,Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0999984741211,444.59999084472656,No
2903,Male,0,Yes,Yes,12,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,426.0,No
2904,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.94999694824219,1773.7499237060547,Yes
2905,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,79.19999694824219,1663.199935913086,No
2906,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.79999923706055,292.7999954223633,No
2907,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,1780.0,Yes
2908,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4000015258789,1789.2000274658203,Yes
2909,Female,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,55.45000076293945,2384.3500328063965,No
2910,Female,0,Yes,Yes,35,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),25.399999618530273,888.9999866485596,No
2911,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,Yes
2912,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2992.0,No
2913,Male,0,No,No,52,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.900001525878906,3322.800079345703,No
2914,Male,0,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.8499984741211,2075.199951171875,No
2915,Female,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.79999923706055,4593.599945068359,No
2916,Male,0,No,No,51,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.45000076293945,2266.950038909912,No
2917,Male,0,Yes,Yes,68,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),19.950000762939453,1356.6000518798828,No
2918,Male,1,Yes,No,8,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.349998474121094,346.79998779296875,No
2919,Male,0,Yes,No,49,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.650001525878906,2432.8500747680664,No
